idx,doi,success,status,elapsed_sec,error
1,10.1038/s41551-023-01045-x,True,NEEDS_REVIEW,76.123,
2,10.1038/s41392-022-01130-8,True,NEEDS_REVIEW,70.415,
3,10.1038/s41467-023-42720-6,True,NEEDS_REVIEW,26.687,
4,10.1038/s41467-024-47121-x,True,NEEDS_REVIEW,11.257,
5,10.1038/s41467-024-51130-1,True,NEEDS_REVIEW,12.092,
