doi,rank,raw_name,raw_affiliation,matched_faculty_id,confidence_score,match_signals
10.1038/s41467-024-51130-1,5,Chaoxin Yang,Shandong Normal University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 103, ""employee_id"": ""gen_7c449d77"", ""name_zh"": ""Xin Yang"", ""department"": ""State Key Laboratory of Polymer Materials Engineering, Polymer Research Institute, Sichuan University, Chengdu, China"", ""name_score"": 0.9, ""aff_score"": 0.1783216783216783, ""aff_used"": ""Shandong Normal University"", ""reason"": ""affiliation_mismatch""}}"
10.1038/s41467-024-51130-1,6,Shengjun Sun,Shandong Normal University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 24, ""employee_id"": ""gen_1b6f6474"", ""name_zh"": ""Huan Sun"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7, ""aff_score"": 0.3016129032258065, ""aff_used"": ""Shandong Normal University"", ""reason"": ""affiliation_mismatch""}}"
10.1038/s41467-024-51130-1,8,Xuwei Liu,University of Electronic Science and Technology of China,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 92, ""employee_id"": ""gen_5e03590d"", ""name_zh"": ""Weizhi Liu"", ""department"": ""Sports Medicine Center, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.7368421052631579, ""aff_score"": 0.2644444444444444, ""aff_used"": ""University of Electronic Science and Technology of China"", ""reason"": ""affiliation_mismatch""}}"
10.1038/s41467-024-51130-1,9,Ting Xie,University of Electronic Science and Technology of China,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 85, ""employee_id"": ""gen_943e96a7"", ""name_zh"": ""Ting Xue"", ""department"": ""College of Biomass Science and Engineering, Department of Respiratory and Critical Care Medicine, State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.875, ""aff_score"": 0.1, ""aff_used"": ""Universi"
10.1038/s41467-024-51130-1,10,Yan Wang,University of Electronic Science and Technology of China,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 129, ""employee_id"": ""gen_d819aaf3"", ""name_zh"": ""Yuan Wang"", ""department"": ""Department of Neurosurgery, State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.9411764705882353, ""aff_score"": 0.18497409326424868, ""aff_used"": ""University of Electronic Science and Technology"
10.1038/s41467-024-51130-1,11,Tingshuai Li,University of Electronic Science and Technology of China,,0,"{""relevance"": ""school_affiliation_hit"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": null}"
10.1038/s41467-024-51130-1,12,Yongsong Luo,Shandong Normal University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 15, ""employee_id"": ""gen_c42895b3"", ""name_zh"": ""Gonggong Lu"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.782608695652174, ""aff_score"": 0.3016129032258065, ""aff_used"": ""Shandong Normal University"", ""reason"": ""affiliation_mismatch""}}"
10.1038/s41467-024-51130-1,13,Dongdong Zheng,Shandong Normal University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 105, ""employee_id"": ""gen_306ec32d"", ""name_zh"": ""Xingdong Zhang"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7857142857142857, ""aff_score"": 0.3016129032258065, ""aff_used"": ""Shandong Normal University"", ""reason"": ""affiliation_mismatch""}}"
10.1038/s41467-024-51130-1,14,Qian Liu,Chengdu University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 19, ""employee_id"": ""gen_81794865"", ""name_zh"": ""Han Liu"", ""department"": ""Department of Computer Science and Technology, Sichuan University, Chengdu, China"", ""name_score"": 0.8, ""aff_score"": 0.27474747474747474, ""aff_used"": ""Chengdu University"", ""reason"": ""affiliation_mismatch""}}"
10.1038/s41467-024-51130-1,15,Jingxiang Zhao,Harbin Normal University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 43, ""employee_id"": ""gen_3b5fe724"", ""name_zh"": ""Lingling Zhou"", ""department"": ""Department of Neurosurgery, State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.7407407407407407, ""aff_score"": 0.2217391304347826, ""aff_used"": ""Harbin Normal University"", ""reason"": ""affilia"
10.1038/s41467-024-51130-1,16,Xuping Sun,University of Electronic Science and Technology of China; Sichuan University; Shandong Normal University; West China Hospital of Sichuan University,112.0,96,"{""relevance"": ""matched_faculty"", ""decision"": ""COMPLETED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.9, ""aff_used"": ""Sichuan University"", ""posterior"": 0.9623121094913941, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 3.24}, ""name_only_candidate"": null}"
10.1038/s41467-024-51130-1,17,Bo Tang,Shandong Normal University; Laoshan Laboratory; Shandong University of Science and Technology,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 132, ""employee_id"": ""gen_ae4e5b50"", ""name_zh"": ""Yubo Wang"", ""department"": ""Key Laboratory of Bio-Resource and Eco-Environment of Ministry of Education, College of Life Sciences, State Key Laboratory of Hydraulics and Mountain River Engineering, Sichuan University, Chengdu, China"", ""name_score"": 0.75, ""aff_score"": 0.09158249158249157, ""aff_us"
