doi,rank,raw_name,raw_affiliation,matched_faculty_id,confidence_score,match_signals
10.1038/s41392-022-01130-8,8,Jingwei Li,Sichuan University,32.0,96,"{""relevance"": ""matched_faculty"", ""decision"": ""COMPLETED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.9, ""aff_used"": ""Sichuan University"", ""posterior"": 0.9623121094913941, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 3.24}, ""name_only_candidate"": null}"
10.1038/s41392-022-01130-8,9,Yinyun Ni,Sichuan University,124.0,96,"{""relevance"": ""matched_faculty"", ""decision"": ""COMPLETED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.9, ""aff_used"": ""Sichuan University"", ""posterior"": 0.9623121094913941, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 3.24}, ""name_only_candidate"": null}"
10.1038/s41392-022-01130-8,10,Ningning Chao,Sichuan University,57.0,96,"{""relevance"": ""matched_faculty"", ""decision"": ""COMPLETED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.9, ""aff_used"": ""Sichuan University"", ""posterior"": 0.9623121094913941, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 3.24}, ""name_only_candidate"": null}"
10.1038/s41392-022-01130-8,11,Li Zhang,Sichuan University,41.0,96,"{""relevance"": ""matched_faculty"", ""decision"": ""COMPLETED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.9, ""aff_used"": ""Sichuan University"", ""posterior"": 0.9623121094913941, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 3.24}, ""name_only_candidate"": null}"
10.1038/s41392-022-01130-8,12,Weimin Li,Sichuan University,91.0,96,"{""relevance"": ""matched_faculty"", ""decision"": ""COMPLETED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.9, ""aff_used"": ""Sichuan University"", ""posterior"": 0.9623121094913941, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 3.24}, ""name_only_candidate"": null}"
10.1038/s41467-023-42720-6,1,Shengdong Wang,Sichuan University; South China University of Technology,78.0,96,"{""relevance"": ""matched_faculty"", ""decision"": ""COMPLETED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.9, ""aff_used"": ""Sichuan University"", ""posterior"": 0.9623121094913941, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 3.24}, ""name_only_candidate"": null}"
10.1038/s41467-023-42720-6,2,Zhipeng Xie,Fuzhou University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 145, ""employee_id"": ""gen_08d54764"", ""name_zh"": ""Zheng Xiang"", ""department"": ""Department of Geriatrics and State Key Laboratory of Biotherapy, National Clinical Research Center for Geriatrics, West China Hospital, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7272727272727273, ""aff_score"": 0.13010204081632654, ""aff_used"": ""Fuz"
10.1038/s41467-023-42720-6,3,Da Zhu,Tsinghua University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 74, ""employee_id"": ""gen_7d19b855"", ""name_zh"": ""Ran Zhou"", ""department"": ""Department of Neurosurgery, State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.7142857142857143, ""aff_score"": 0.18525641025641026, ""aff_used"": ""Tsinghua University"", ""reason"": ""affiliation_mism"
10.1038/s41467-023-42720-6,5,Yishi Wu,Capital Normal University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 121, ""employee_id"": ""gen_cc251c4e"", ""name_zh"": ""Yi Wu"", ""department"": ""Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, China"", ""name_score"
10.1038/s41467-023-42720-6,7,Chuangye Lu,South China University of Technology,,0,"{""relevance"": ""school_affiliation_hit"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": null}"
10.1038/s41467-023-42720-6,8,Panke Zhou,Fuzhou University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 74, ""employee_id"": ""gen_7d19b855"", ""name_zh"": ""Ran Zhou"", ""department"": ""Department of Neurosurgery, State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.7777777777777778, ""aff_score"": 0.17662337662337663, ""aff_used"": ""Fuzhou University"", ""reason"": ""affiliation_mismat"
10.1038/s41467-023-42720-6,11,Qing Liao,Capital Normal University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 69, ""employee_id"": ""gen_dee143a8"", ""name_zh"": ""Qing Mao"", ""department"": ""Department of Neurosurgery, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.8235294117647058, ""aff_score"": 0.31481481481481477, ""aff_used"": ""Capital Normal University"", ""reason"": ""affiliation_mismatch""}}"
10.1038/s41467-023-42720-6,12,Hong Xu,Tsinghua University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 22, ""employee_id"": ""gen_1d3f1947"", ""name_zh"": ""Heng Xu"", ""department"": ""Department of Laboratory Medicine, Precision Medicine Center, State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.8571428571428571, ""aff_score"": 0.16906077348066298, ""aff_used"": ""Tsinghua University"", ""re"
10.1038/s41467-023-42720-6,13,Xiong Chen,Fuzhou University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 106, ""employee_id"": ""gen_69492691"", ""name_zh"": ""Xingyu Chen"", ""department"": ""Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, China"", ""name"
10.1038/s41467-023-42720-6,14,Cheng Gu,Sichuan University; Ingenierie des Materiaux polymeres,8.0,96,"{""relevance"": ""matched_faculty"", ""decision"": ""COMPLETED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.9, ""aff_used"": ""Sichuan University"", ""posterior"": 0.9623121094913941, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 3.24}, ""name_only_candidate"": null}"
10.1038/s41467-024-47121-x,1,Jie Liang,University of Electronic Science and Technology of China; Shandong Normal University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 29, ""employee_id"": ""gen_595ef3d5"", ""name_zh"": ""Jie Liang"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 1.0, ""aff_score"": 0.3016129032258065, ""aff_used"": ""Shandong Normal University"", ""reason"": ""affiliation_mismatch""}}"
10.1038/s41467-024-47121-x,3,Zixiao Li,University of Electronic Science and Technology of China,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 102, ""employee_id"": ""gen_4749a1b3"", ""name_zh"": ""Xiaolan Li"", ""department"": ""Department of Neurology and State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7368421052631579, ""aff_score"": 0.20326086956521738, ""aff_used"": ""University of Electronic Science and Technology of Chin"
10.1038/s41467-024-47121-x,4,Yongchao Yao,University of Electronic Science and Technology of China,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 7, ""employee_id"": ""gen_9b7a2c64"", ""name_zh"": ""Chao You"", ""department"": ""Department of Neurosurgery, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.7, ""aff_score"": 0.2568345323741007, ""aff_used"": ""University of Electronic Science and Technology of China"", ""reason"": ""affiliation_mismatch""}}"
10.1038/s41467-024-47121-x,5,Yongsong Luo,University of Electronic Science and Technology of China,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 15, ""employee_id"": ""gen_c42895b3"", ""name_zh"": ""Gonggong Lu"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.782608695652174, ""aff_score"": 0.24285714285714283, ""aff_used"": ""University of Electronic Science and Technology of China"", ""reason"": ""affiliation_mism"
10.1038/s41467-024-47121-x,6,Shengjun Sun,Shandong Normal University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 24, ""employee_id"": ""gen_1b6f6474"", ""name_zh"": ""Huan Sun"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7, ""aff_score"": 0.3016129032258065, ""aff_used"": ""Shandong Normal University"", ""reason"": ""affiliation_mismatch""}}"
10.1038/s41467-024-47121-x,7,Dongdong Zheng,Shandong Normal University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 105, ""employee_id"": ""gen_306ec32d"", ""name_zh"": ""Xingdong Zhang"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7857142857142857, ""aff_score"": 0.3016129032258065, ""aff_used"": ""Shandong Normal University"", ""reason"": ""affiliation_mismatch""}}"
10.1038/s41467-024-47121-x,8,Qian Liu,Chengdu University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 19, ""employee_id"": ""gen_81794865"", ""name_zh"": ""Han Liu"", ""department"": ""Department of Computer Science and Technology, Sichuan University, Chengdu, China"", ""name_score"": 0.8, ""aff_score"": 0.27474747474747474, ""aff_used"": ""Chengdu University"", ""reason"": ""affiliation_mismatch""}}"
10.1038/s41467-024-47121-x,9,Xuping Sun,University of Electronic Science and Technology of China; Sichuan University; Shandong Normal University,112.0,96,"{""relevance"": ""matched_faculty"", ""decision"": ""COMPLETED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {""name_score"": 1.0, ""aff_score"": 0.9, ""aff_used"": ""Sichuan University"", ""posterior"": 0.9623121094913941, ""fusion"": ""sigmoid_logit"", ""fusion_logit"": 3.24}, ""name_only_candidate"": null}"
10.1038/s41467-024-47121-x,10,Bo Tang,Shandong Normal University; Laoshan Laboratory; Shandong University of Science and Technology,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 132, ""employee_id"": ""gen_ae4e5b50"", ""name_zh"": ""Yubo Wang"", ""department"": ""Key Laboratory of Bio-Resource and Eco-Environment of Ministry of Education, College of Life Sciences, State Key Laboratory of Hydraulics and Mountain River Engineering, Sichuan University, Chengdu, China"", ""name_score"": 0.75, ""aff_score"": 0.09158249158249157, ""aff_us"
10.1038/s41467-024-51130-1,2,Jie Liang,University of Electronic Science and Technology of China,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 29, ""employee_id"": ""gen_595ef3d5"", ""name_zh"": ""Jie Liang"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 1.0, ""aff_score"": 0.24285714285714283, ""aff_used"": ""University of Electronic Science and Technology of China"", ""reason"": ""affiliation_mismatch""}}"
10.1038/s41467-024-51130-1,3,Zixiao Li,University of Electronic Science and Technology of China,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 102, ""employee_id"": ""gen_4749a1b3"", ""name_zh"": ""Xiaolan Li"", ""department"": ""Department of Neurology and State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7368421052631579, ""aff_score"": 0.20326086956521738, ""aff_used"": ""University of Electronic Science and Technology of Chin"
10.1038/s41467-024-51130-1,4,Tingyu Yan,Harbin Normal University,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""SKIPPED"", ""source"": null, ""evidence_score"": 0.5, ""evidence_sources"": [""crossref"", ""structured_aff""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 123, ""employee_id"": ""gen_64cc0aad"", ""name_zh"": ""Ying Yang"", ""department"": ""Department of Respiratory and Critical Care Medicine, Med-X Center for Manufacturing, Center of Precision Medicine, Precision Medicine Key Laboratory of Sichuan Province, Frontiers Science Center for Disease-related Molecular Network, West China Hospital, West China M"
